type,term_start,term_end,state,district,party,class,address,office,state_rank,bioguide_id,birthdate,gender,first_name,last_name
rep,2019-01-03,2021-01-03,AR,3.0,Republican,,2412 Rayburn House Office Building Washington DC 20515-0403,2412 Rayburn House Office Building,,W000809,1957-02-18,M,Steve,Womack
rep,2021-01-03,2023-01-03,AR,3.0,Republican,,2412 Rayburn House Office Building Washington DC 20515-0403,2412 Rayburn House Office Building,,W000809,1957-02-18,M,Steve,Womack
rep,1981-01-05,1983-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1983-01-03,1985-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1985-01-03,1987-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1987-01-06,1989-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1989-01-03,1991-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1991-01-03,1993-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1993-01-05,1995-01-03,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
rep,1995-01-04,1996-02-05,OR,3.0,Democrat,,,,,W000779,1949-05-03,M,Ron,Wyden
sen,1996-02-05,1999-01-03,OR,,Democrat,3.0,,,,W000779,1949-05-03,M,Ron,Wyden
sen,1999-01-06,2005-01-03,OR,,Democrat,3.0,,,,W000779,1949-05-03,M,Ron,Wyden
sen,2005-01-04,2011-01-03,OR,,Democrat,3.0,,,,W000779,1949-05-03,M,Ron,Wyden
sen,2011-01-05,2017-01-03,OR,,Democrat,3.0,221 Dirksen Senate Office Building Washington DC 20510,221 Dirksen Senate Office Building,senior,W000779,1949-05-03,M,Ron,Wyden
sen,2017-01-03,2023-01-03,OR,,Democrat,3.0,221 Dirksen Senate Office Building Washington DC 20510,221 Dirksen Senate Office Building,senior,W000779,1949-05-03,M,Ron,Wyden
rep,2007-01-04,2009-01-03,KY,3.0,Democrat,,,,,Y000062,1947-11-04,M,John,Yarmuth
rep,2009-01-06,2011-01-03,KY,3.0,Democrat,,,,,Y000062,1947-11-04,M,John,Yarmuth
rep,2011-01-05,2013-01-03,KY,3.0,Democrat,,435 Cannon HOB; Washington DC 20515-1703,435 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2013-01-03,2015-01-03,KY,3.0,Democrat,,403 Cannon HOB; Washington DC 20515-1703,403 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2015-01-06,2017-01-03,KY,3.0,Democrat,,403 Cannon HOB; Washington DC 20515-1703,403 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2017-01-03,2019-01-03,KY,3.0,Democrat,,131 Cannon House Office Building; Washington DC 20515-1703,131 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2019-01-03,2021-01-03,KY,3.0,Democrat,,402 Cannon House Office Building Washington DC 20515-1703,402 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2021-01-03,2023-01-03,KY,3.0,Democrat,,402 Cannon House Office Building Washington DC 20515-1703,402 Cannon House Office Building,,Y000062,1947-11-04,M,John,Yarmuth
rep,2011-01-05,2013-01-03,IN,9.0,Republican,,1721 Longworth HOB; Washington DC 20515-1409,1721 Longworth House Office Building,,Y000064,1972-08-24,M,Todd,Young
rep,2013-01-03,2015-01-03,IN,9.0,Republican,,1007 Longworth HOB; Washington DC 20515-1409,1007 Longworth House Office Building,,Y000064,1972-08-24,M,Todd,Young
rep,2015-01-06,2017-01-03,IN,9.0,Republican,,1007 Longworth HOB; Washington DC 20515-1409,1007 Longworth House Office Building,,Y000064,1972-08-24,M,Todd,Young
sen,2017-01-03,2023-01-03,IN,,Republican,3.0,185 Dirksen Senate Office Building Washington DC 20510,185 Dirksen Senate Office Building,senior,Y000064,1972-08-24,M,Todd,Young
rep,2011-09-13,2013-01-03,NV,2.0,Republican,,125 Cannon HOB; Washington DC 20515-2802,125 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2013-01-03,2015-01-03,NV,2.0,Republican,,222 Cannon HOB; Washington DC 20515-2802,222 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2015-01-06,2017-01-03,NV,2.0,Republican,,332 Cannon HOB; Washington DC 20515-2802,332 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2017-01-03,2019-01-03,NV,2.0,Republican,,332 Cannon House Office Building; Washington DC 20515-2802,332 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2019-01-03,2021-01-03,NV,2.0,Republican,,104 Cannon House Office Building Washington DC 20515-2802,104 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2021-01-03,2023-01-03,NV,2.0,Republican,,104 Cannon House Office Building Washington DC 20515-2802,104 Cannon House Office Building,,A000369,1958-06-12,M,Mark,Amodei
rep,2012-02-07,2013-01-03,OR,1.0,Democrat,,2338 Rayburn HOB; Washington DC 20515-3701,2338 Rayburn House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2013-01-03,2015-01-03,OR,1.0,Democrat,,439 Cannon HOB; Washington DC 20515-3701,439 Cannon House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2015-01-06,2017-01-03,OR,1.0,Democrat,,439 Cannon HOB; Washington DC 20515-3701,439 Cannon House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2017-01-03,2019-01-03,OR,1.0,Democrat,,439 Cannon House Office Building; Washington DC 20515-3701,439 Cannon House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2019-01-03,2021-01-03,OR,1.0,Democrat,,2231 Rayburn House Office Building Washington DC 20515-3701,2231 Rayburn House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2021-01-03,2023-01-03,OR,1.0,Democrat,,2231 Rayburn House Office Building Washington DC 20515-3701,2231 Rayburn House Office Building,,B001278,1954-10-14,F,Suzanne,Bonamici
rep,2012-11-13,2013-01-03,WA,1.0,Democrat,,2329 Rayburn HOB; Washington DC 20515-4701,2329 Rayburn House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2013-01-03,2015-01-03,WA,1.0,Democrat,,318 Cannon HOB; Washington DC 20515-4701,318 Cannon House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2015-01-06,2017-01-03,WA,1.0,Democrat,,318 Cannon HOB; Washington DC 20515-4701,318 Cannon House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2017-01-03,2019-01-03,WA,1.0,Democrat,,2442 Rayburn House Office Building; Washington DC 20515-4701,2442 Rayburn House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2019-01-03,2021-01-03,WA,1.0,Democrat,,2330 Rayburn House Office Building Washington DC 20515-4701,2330 Rayburn House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2021-01-03,2023-01-03,WA,1.0,Democrat,,2330 Rayburn House Office Building Washington DC 20515-4701,2330 Rayburn House Office Building,,D000617,1962-02-17,F,Suzan,DelBene
rep,2012-11-13,2013-01-03,KY,4.0,Republican,,1119 Longworth HOB; Washington DC 20515-1704,1119 Longworth House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2013-01-03,2015-01-03,KY,4.0,Republican,,314 Cannon HOB; Washington DC 20515-1704,314 Cannon House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2015-01-06,2017-01-03,KY,4.0,Republican,,314 Cannon HOB; Washington DC 20515-1704,314 Cannon House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2017-01-03,2019-01-03,KY,4.0,Republican,,2453 Rayburn House Office Building; Washington DC 20515-1704,2453 Rayburn House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2019-01-03,2021-01-03,KY,4.0,Republican,,2453 Rayburn House Office Building Washington DC 20515-1704,2453 Rayburn House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2021-01-03,2023-01-03,KY,4.0,Republican,,2453 Rayburn House Office Building Washington DC 20515-1704,2453 Rayburn House Office Building,,M001184,1971-01-13,M,Thomas,Massie
rep,2012-11-15,2013-01-03,NJ,10.0,Democrat,,2310 Rayburn HOB; Washington DC 20515-3010,2310 Rayburn House Office Building,,P000604,1958-12-17,M,Donald,Payne
rep,2013-01-03,2015-01-03,NJ,10.0,Democrat,,103 Cannon HOB; Washington DC 20515-3010,103 Cannon House Office Building,,P000604,1958-12-17,M,Donald,Payne
rep,2015-01-06,2017-01-03,NJ,10.0,Democrat,,103 Cannon HOB; Washington DC 20515-3010,103 Cannon House Office Building,,P000604,1958-12-17,M,Donald,Payne
rep,2017-01-03,2019-01-03,NJ,10.0,Democrat,,132 Cannon House Office Building; Washington DC 20515-3010,132 Cannon House Office Building,,P000604,1958-12-17,M,Donald,Payne
rep,2019-01-03,2021-01-03,NJ,10.0,Democrat,,103 Cannon House Office Building Washington DC 20515-3010,103 Cannon House Office Building,,P000604,1958-12-17,M,Donald,Payne
rep,2021-01-03,2023-01-03,NJ,10.0,Democrat,,106 Cannon House Office Building Washington DC 20515-3010,106 Cannon House Office Building,,P000604,1958-12-17,M,Donald,Payne
sen,2012-12-27,2015-01-03,HI,,Democrat,3.0,722 Hart Senate Office Building Washington DC 20510,722 Hart Senate Office Building,senior,S001194,1972-10-20,M,Brian,Schatz
sen,2015-01-06,2017-01-03,HI,,Democrat,3.0,722 Hart Senate Office Building Washington DC 20510,722 Hart Senate Office Building,senior,S001194,1972-10-20,M,Brian,Schatz
sen,2017-01-03,2023-01-03,HI,,Democrat,3.0,722 Hart Senate Office Building Washington DC 20510,722 Hart Senate Office Building,senior,S001194,1972-10-20,M,Brian,Schatz
rep,2008-03-08,2009-01-03,IL,14.0,Democrat,,,,,F000454,1955-10-07,M,Bill,Foster
rep,2009-01-06,2011-01-03,IL,14.0,Democrat,,,,,F000454,1955-10-07,M,Bill,Foster
rep,2013-01-03,2015-01-03,IL,11.0,Democrat,,1224 Longworth HOB; Washington DC 20515-1311,1224 Longworth House Office Building,,F000454,1955-10-07,M,Bill,Foster
rep,2015-01-06,2017-01-03,IL,11.0,Democrat,,1224 Longworth HOB; Washington DC 20515-1311,1224 Longworth House Office Building,,F000454,1955-10-07,M,Bill,Foster
rep,2017-01-03,2019-01-03,IL,11.0,Democrat,,1224 Longworth House Office Building; Washington DC 20515-1311,1224 Longworth House Office Building,,F000454,1955-10-07,M,Bill,Foster
rep,2019-01-03,2021-01-03,IL,11.0,Democrat,,2366 Rayburn House Office Building Washington DC 20515-1311,2366 Rayburn House Office Building,,F000454,1955-10-07,M,Bill,Foster
rep,2021-01-03,2023-01-03,IL,11.0,Democrat,,2366 Rayburn House Office Building Washington DC 20515-1311,2366 Rayburn House Office Building,,F000454,1955-10-07,M,Bill,Foster
rep,2009-01-06,2011-01-03,NV,3.0,Democrat,,,,,T000468,1950-05-23,F,Dina,Titus
rep,2013-01-03,2015-01-03,NV,1.0,Democrat,,401 Cannon HOB; Washington DC 20515-2801,401 Cannon House Office Building,,T000468,1950-05-23,F,Dina,Titus
rep,2015-01-06,2017-01-03,NV,1.0,Democrat,,401 Cannon HOB; Washington DC 20515-2801,401 Cannon House Office Building,,T000468,1950-05-23,F,Dina,Titus
rep,2017-01-03,2019-01-03,NV,1.0,Democrat,,2464 Rayburn House Office Building; Washington DC 20515-2801,2464 Rayburn House Office Building,,T000468,1950-05-23,F,Dina,Titus
rep,2019-01-03,2021-01-03,NV,1.0,Democrat,,2464 Rayburn House Office Building Washington DC 20515-2801,2464 Rayburn House Office Building,,T000468,1950-05-23,F,Dina,Titus
rep,2021-01-03,2023-01-03,NV,1.0,Democrat,,2464 Rayburn House Office Building Washington DC 20515-2801,2464 Rayburn House Office Building,,T000468,1950-05-23,F,Dina,Titus
rep,2013-01-03,2015-01-03,AR,4.0,Republican,,415 Cannon HOB; Washington DC 20515-0404,415 Cannon House Office Building,,C001095,1977-05-13,M,Tom,Cotton
sen,2015-01-06,2021-01-03,AR,,Republican,2.0,326 Russell Senate Office Building Washington DC 20510,326 Russell Senate Office Building,junior,C001095,1977-05-13,M,Tom,Cotton
sen,2021-01-03,2027-01-03,AR,,Republican,2.0,326 Russell Senate Office Building Washington DC 20510,326 Russell Senate Office Building,junior,C001095,1977-05-13,M,Tom,Cotton
rep,2013-01-03,2015-01-03,AZ,9.0,Democrat,,1237 Longworth HOB; Washington DC 20515-0309,1237 Longworth House Office Building,,S001191,1976-07-12,F,Kyrsten,Sinema
rep,2015-01-06,2017-01-03,AZ,9.0,Democrat,,1530 Longworth HOB; Washington DC 20515-0309,1530 Longworth House Office Building,,S001191,1976-07-12,F,Kyrsten,Sinema
rep,2017-01-03,2019-01-03,AZ,9.0,Democrat,,1725 Longworth House Office Building; Washington DC 20515-0309,1725 Longworth House Office Building,,S001191,1976-07-12,F,Kyrsten,Sinema
sen,2019-01-03,2025-01-03,AZ,,Democrat,1.0,317 Hart Senate Office Building Washington DC 20510,317 Hart Senate Office Building,senior,S001191,1976-07-12,F,Kyrsten,Sinema
rep,2013-01-03,2015-01-03,CA,1.0,Republican,,506 Cannon HOB; Washington DC 20515-0501,506 Cannon House Office Building,,L000578,1960-07-02,M,Doug,LaMalfa
rep,2015-01-06,2017-01-03,CA,1.0,Republican,,322 Cannon HOB; Washington DC 20515-0501,322 Cannon House Office Building,,L000578,1960-07-02,M,Doug,LaMalfa
rep,2017-01-03,2019-01-03,CA,1.0,Republican,,322 Cannon House Office Building; Washington DC 20515-0501,322 Cannon House Office Building,,L000578,1960-07-02,M,Doug,LaMalfa
rep,2019-01-03,2021-01-03,CA,1.0,Republican,,322 Cannon House Office Building Washington DC 20515-0501,322 Cannon House Office Building,,L000578,1960-07-02,M,Doug,LaMalfa
rep,2021-01-03,2023-01-03,CA,1.0,Republican,,408 Cannon House Office Building Washington DC 20515-0501,408 Cannon House Office Building,,L000578,1960-07-02,M,Doug,LaMalfa
rep,2013-01-03,2015-01-03,CA,2.0,Democrat,,1630 Longworth HOB; Washington DC 20515-0502,1630 Longworth House Office Building,,H001068,1964-02-18,M,Jared,Huffman
rep,2015-01-06,2017-01-03,CA,2.0,Democrat,,1630 Longworth HOB; Washington DC 20515-0502,1630 Longworth House Office Building,,H001068,1964-02-18,M,Jared,Huffman
rep,2017-01-03,2019-01-03,CA,2.0,Democrat,,1406 Longworth House Office Building; Washington DC 20515-0502,1406 Longworth House Office Building,,H001068,1964-02-18,M,Jared,Huffman
rep,2019-01-03,2021-01-03,CA,2.0,Democrat,,1527 Longworth House Office Building Washington DC 20515-0502,1527 Longworth House Office Building,,H001068,1964-02-18,M,Jared,Huffman
rep,2021-01-03,2023-01-03,CA,2.0,Democrat,,1527 Longworth House Office Building Washington DC 20515-0502,1527 Longworth House Office Building,,H001068,1964-02-18,M,Jared,Huffman
rep,2013-01-03,2015-01-03,CA,7.0,Democrat,,1408 Longworth HOB; Washington DC 20515-0507,1408 Longworth House Office Building,,B001287,1965-03-02,M,Ami,Bera
rep,2015-01-06,2017-01-03,CA,7.0,Democrat,,1535 Longworth HOB; Washington DC 20515-0507,1535 Longworth House Office Building,,B001287,1965-03-02,M,Ami,Bera
rep,2017-01-03,2019-01-03,CA,7.0,Democrat,,1431 Longworth House Office Building; Washington DC 20515-0507,1431 Longworth House Office Building,,B001287,1965-03-02,M,Ami,Bera
rep,2019-01-03,2021-01-03,CA,7.0,Democrat,,1727 Longworth House Office Building Washington DC 20515-0507,1727 Longworth House Office Building,,B001287,1965-03-02,M,Ami,Bera
rep,2021-01-03,2023-01-03,CA,7.0,Democrat,,172 Cannon House Office Building Washington DC 20515-0507,172 Cannon House Office Building,,B001287,1965-03-02,M,Ami,Bera
rep,2013-01-03,2015-01-03,CA,15.0,Democrat,,501 Cannon HOB; Washington DC 20515-0515,501 Cannon House Office Building,,S001193,1980-11-16,M,Eric,Swalwell
rep,2015-01-06,2017-01-03,CA,15.0,Democrat,,129 Cannon HOB; Washington DC 20515-0515,129 Cannon House Office Building,,S001193,1980-11-16,M,Eric,Swalwell
rep,2017-01-03,2019-01-03,CA,15.0,Democrat,,129 Cannon House Office Building; Washington DC 20515-0515,129 Cannon House Office Building,,S001193,1980-11-16,M,Eric,Swalwell
rep,2019-01-03,2021-01-03,CA,15.0,Democrat,,407 Cannon House Office Building Washington DC 20515-0515,407 Cannon House Office Building,,S001193,1980-11-16,M,Eric,Swalwell
rep,2021-01-03,2023-01-03,CA,15.0,Democrat,,174 Cannon House Office Building Washington DC 20515-0515,174 Cannon House Office Building,,S001193,1980-11-16,M,Eric,Swalwell
rep,2013-01-03,2015-01-03,CA,26.0,Democrat,,1019 Longworth HOB; Washington DC 20515-0526,1019 Longworth House Office Building,,B001285,1952-08-28,F,Julia,Brownley
rep,2015-01-06,2017-01-03,CA,26.0,Democrat,,1019 Longworth HOB; Washington DC 20515-0526,1019 Longworth House Office Building,,B001285,1952-08-28,F,Julia,Brownley
rep,2017-01-03,2019-01-03,CA,26.0,Democrat,,1019 Longworth House Office Building; Washington DC 20515-0526,1019 Longworth House Office Building,,B001285,1952-08-28,F,Julia,Brownley
rep,2019-01-03,2021-01-03,CA,26.0,Democrat,,2262 Rayburn House Office Building Washington DC 20515-0526,2262 Rayburn House Office Building,,B001285,1952-08-28,F,Julia,Brownley
rep,2021-01-03,2023-01-03,CA,26.0,Democrat,,2262 Rayburn House Office Building Washington DC 20515-0526,2262 Rayburn House Office Building,,B001285,1952-08-28,F,Julia,Brownley
rep,2013-01-03,2015-01-03,CA,29.0,Democrat,,1508 Longworth HOB; Washington DC 20515-0529,1508 Longworth House Office Building,,C001097,1963-03-31,M,Tony,Cárdenas
rep,2015-01-06,2017-01-03,CA,29.0,Democrat,,1510 Longworth HOB; Washington DC 20515-0529,1510 Longworth House Office Building,,C001097,1963-03-31,M,Tony,Cárdenas
rep,2017-01-03,2019-01-03,CA,29.0,Democrat,,1510 Longworth House Office Building; Washington DC 20515-0529,1510 Longworth House Office Building,,C001097,1963-03-31,M,Tony,Cárdenas
rep,2019-01-03,2021-01-03,CA,29.0,Democrat,,2438 Rayburn House Office Building Washington DC 20515-0529,2438 Rayburn House Office Building,,C001097,1963-03-31,M,Tony,Cárdenas
rep,2021-01-03,2023-01-03,CA,29.0,Democrat,,2438 Rayburn House Office Building Washington DC 20515-0529,2438 Rayburn House Office Building,,C001097,1963-03-31,M,Tony,Cárdenas
rep,2013-01-03,2015-01-03,CA,36.0,Democrat,,1319 Longworth HOB; Washington DC 20515-0536,1319 Longworth House Office Building,,R000599,1972-08-25,M,Raul,Ruiz
rep,2015-01-06,2017-01-03,CA,36.0,Democrat,,1319 Longworth HOB; Washington DC 20515-0536,1319 Longworth House Office Building,,R000599,1972-08-25,M,Raul,Ruiz
rep,2017-01-03,2019-01-03,CA,36.0,Democrat,,1319 Longworth House Office Building; Washington DC 20515-0536,1319 Longworth House Office Building,,R000599,1972-08-25,M,Raul,Ruiz
rep,2019-01-03,2021-01-03,CA,36.0,Democrat,,2342 Rayburn House Office Building Washington DC 20515-0536,2342 Rayburn House Office Building,,R000599,1972-08-25,M,Raul,Ruiz
rep,2021-01-03,2023-01-03,CA,36.0,Democrat,,2342 Rayburn House Office Building Washington DC 20515-0536,2342 Rayburn House Office Building,,R000599,1972-08-25,M,Raul,Ruiz
rep,2013-01-03,2015-01-03,CA,41.0,Democrat,,1507 Longworth HOB; Washington DC 20515-0541,1507 Longworth House Office Building,,T000472,1960-12-10,M,Mark,Takano
rep,2015-01-06,2017-01-03,CA,41.0,Democrat,,1507 Longworth HOB; Washington DC 20515-0541,1507 Longworth House Office Building,,T000472,1960-12-10,M,Mark,Takano
rep,2017-01-03,2019-01-03,CA,41.0,Democrat,,1507 Longworth House Office Building; Washington DC 20515-0541,1507 Longworth House Office Building,,T000472,1960-12-10,M,Mark,Takano
rep,2019-01-03,2021-01-03,CA,41.0,Democrat,,420 Cannon House Office Building Washington DC 20515-0541,420 Cannon House Office Building,,T000472,1960-12-10,M,Mark,Takano
rep,2021-01-03,2023-01-03,CA,41.0,Democrat,,420 Cannon House Office Building Washington DC 20515-0541,420 Cannon House Office Building,,T000472,1960-12-10,M,Mark,Takano
rep,2013-01-03,2015-01-03,CA,47.0,Democrat,,515 Cannon HOB; Washington DC 20515-0547,515 Cannon House Office Building,,L000579,1941-03-08,M,Alan,Lowenthal
rep,2015-01-06,2017-01-03,CA,47.0,Democrat,,108 Cannon HOB; Washington DC 20515-0547,108 Cannon House Office Building,,L000579,1941-03-08,M,Alan,Lowenthal
rep,2017-01-03,2019-01-03,CA,47.0,Democrat,,125 Cannon House Office Building; Washington DC 20515-0547,125 Cannon House Office Building,,L000579,1941-03-08,M,Alan,Lowenthal
rep,2019-01-03,2021-01-03,CA,47.0,Democrat,,108 Cannon House Office Building Washington DC 20515-0547,108 Cannon House Office Building,,L000579,1941-03-08,M,Alan,Lowenthal
rep,2021-01-03,2023-01-03,CA,47.0,Democrat,,108 Cannon House Office Building Washington DC 20515-0547,108 Cannon House Office Building,,L000579,1941-03-08,M,Alan,Lowenthal
rep,2013-01-03,2015-01-03,CA,51.0,Democrat,,1605 Longworth HOB; Washington DC 20515-0551,1605 Longworth House Office Building,,V000130,1961-03-07,M,Juan,Vargas
rep,2015-01-06,2017-01-03,CA,51.0,Democrat,,1605 Longworth HOB; Washington DC 20515-0551,1605 Longworth House Office Building,,V000130,1961-03-07,M,Juan,Vargas
rep,2017-01-03,2019-01-03,CA,51.0,Democrat,,1605 Longworth House Office Building; Washington DC 20515-0551,1605 Longworth House Office Building,,V000130,1961-03-07,M,Juan,Vargas
rep,2019-01-03,2021-01-03,CA,51.0,Democrat,,2244 Rayburn House Office Building Washington DC 20515-0551,2244 Rayburn House Office Building,,V000130,1961-03-07,M,Juan,Vargas
rep,2021-01-03,2023-01-03,CA,51.0,Democrat,,2244 Rayburn House Office Building Washington DC 20515-0551,2244 Rayburn House Office Building,,V000130,1961-03-07,M,Juan,Vargas
rep,2013-01-03,2015-01-03,CA,52.0,Democrat,,2410 Rayburn HOB; Washington DC 20515-0552,2410 Rayburn House Office Building,,P000608,1958-06-17,M,Scott,Peters
rep,2015-01-06,2017-01-03,CA,52.0,Democrat,,1122 Longworth HOB; Washington DC 20515-0552,1122 Longworth House Office Building,,P000608,1958-06-17,M,Scott,Peters
rep,2017-01-03,2019-01-03,CA,52.0,Democrat,,1122 Longworth House Office Building; Washington DC 20515-0552,1122 Longworth House Office Building,,P000608,1958-06-17,M,Scott,Peters
rep,2019-01-03,2021-01-03,CA,52.0,Democrat,,2338 Rayburn House Office Building Washington DC 20515-0552,2338 Rayburn House Office Building,,P000608,1958-06-17,M,Scott,Peters
rep,2021-01-03,2023-01-03,CA,52.0,Democrat,,1201 Longworth House Office Building Washington DC 20515-0552,1201 Longworth House Office Building,,P000608,1958-06-17,M,Scott,Peters
rep,2013-01-03,2015-01-03,FL,22.0,Democrat,,1037 Longworth HOB; Washington DC 20515-0922,1037 Longworth House Office Building,,F000462,1948-05-16,F,Lois,Frankel
rep,2015-01-06,2017-01-03,FL,22.0,Democrat,,1037 Longworth HOB; Washington DC 20515-0922,1037 Longworth House Office Building,,F000462,1948-05-16,F,Lois,Frankel
rep,2017-01-03,2019-01-03,FL,21.0,Democrat,,1037 Longworth House Office Building; Washington DC 20515-0921,1037 Longworth House Office Building,,F000462,1948-05-16,F,Lois,Frankel
rep,2019-01-03,2021-01-03,FL,21.0,Democrat,,2305 Rayburn House Office Building Washington DC 20515-0921,2305 Rayburn House Office Building,,F000462,1948-05-16,F,Lois,Frankel
rep,2021-01-03,2023-01-03,FL,21.0,Democrat,,2305 Rayburn House Office Building Washington DC 20515-0921,2305 Rayburn House Office Building,,F000462,1948-05-16,F,Lois,Frankel
rep,2013-01-03,2015-01-03,IL,8.0,Democrat,,104 Cannon HOB; Washington DC 20515-1308,104 Cannon House Office Building,,D000622,1968-03-12,F,Tammy,Duckworth
rep,2015-01-06,2017-01-03,IL,8.0,Democrat,,104 Cannon HOB; Washington DC 20515-1308,104 Cannon House Office Building,,D000622,1968-03-12,F,Tammy,Duckworth
sen,2017-01-03,2023-01-03,IL,,Democrat,3.0,524 Hart Senate Office Building Washington DC 20510,524 Hart Senate Office Building,junior,D000622,1968-03-12,F,Tammy,Duckworth
rep,2013-01-03,2015-01-03,IL,13.0,Republican,,1740 Longworth HOB; Washington DC 20515-1313,1740 Longworth House Office Building,,D000619,1970-01-05,M,Rodney,Davis
rep,2015-01-06,2017-01-03,IL,13.0,Republican,,1740 Longworth HOB; Washington DC 20515-1313,1740 Longworth House Office Building,,D000619,1970-01-05,M,Rodney,Davis
rep,2017-01-03,2019-01-03,IL,13.0,Republican,,1740 Longworth House Office Building; Washington DC 20515-1313,1740 Longworth House Office Building,,D000619,1970-01-05,M,Rodney,Davis
rep,2019-01-03,2021-01-03,IL,13.0,Republican,,1740 Longworth House Office Building Washington DC 20515-1313,1740 Longworth House Office Building,,D000619,1970-01-05,M,Rodney,Davis
rep,2021-01-03,2023-01-03,IL,13.0,Republican,,2079 Rayburn House Office Building Washington DC 20515-1313,2079 Rayburn House Office Building,,D000619,1970-01-05,M,Rodney,Davis
rep,2013-01-03,2015-01-03,IL,17.0,Democrat,,1009 Longworth HOB; Washington DC 20515-1317,1009 Longworth House Office Building,,B001286,1961-10-17,F,Cheri,Bustos
rep,2015-01-06,2017-01-03,IL,17.0,Democrat,,1009 Longworth HOB; Washington DC 20515-1317,1009 Longworth House Office Building,,B001286,1961-10-17,F,Cheri,Bustos
rep,2017-01-03,2019-01-03,IL,17.0,Democrat,,1009 Longworth House Office Building; Washington DC 20515-1317,1009 Longworth House Office Building,,B001286,1961-10-17,F,Cheri,Bustos
rep,2019-01-03,2021-01-03,IL,17.0,Democrat,,1233 Longworth House Office Building Washington DC 20515-1317,1233 Longworth House Office Building,,B001286,1961-10-17,F,Cheri,Bustos
rep,2021-01-03,2023-01-03,IL,17.0,Democrat,,1233 Longworth House Office Building Washington DC 20515-1317,1233 Longworth House Office Building,,B001286,1961-10-17,F,Cheri,Bustos
rep,2013-01-03,2015-01-03,KY,6.0,Republican,,1432 Longworth HOB; Washington DC 20515-1706,1432 Longworth House Office Building,,B001282,1973-07-24,M,Garland,Barr
rep,2015-01-06,2017-01-03,KY,6.0,Republican,,1432 Longworth HOB; Washington DC 20515-1706,1432 Longworth House Office Building,,B001282,1973-07-24,M,Garland,Barr
rep,2017-01-03,2019-01-03,KY,6.0,Republican,,1427 Longworth House Office Building; Washington DC 20515-1706,1427 Longworth House Office Building,,B001282,1973-07-24,M,Garland,Barr
rep,2019-01-03,2021-01-03,KY,6.0,Republican,,2430 Rayburn House Office Building Washington DC 20515-1706,2430 Rayburn House Office Building,,B001282,1973-07-24,M,Garland,Barr
rep,2021-01-03,2023-01-03,KY,6.0,Republican,,2430 Rayburn House Office Building Washington DC 20515-1706,2430 Rayburn House Office Building,,B001282,1973-07-24,M,Garland,Barr
sen,2013-01-03,2019-01-03,MA,,Democrat,1.0,317 Hart Senate Office Building Washington DC 20510,317 Hart Senate Office Building,senior,W000817,1949-06-22,F,Elizabeth,Warren
sen,2019-01-03,2025-01-03,MA,,Democrat,1.0,309 Hart Senate Office Building Washington DC 20510,309 Hart Senate Office Building,senior,W000817,1949-06-22,F,Elizabeth,Warren
sen,2013-01-03,2019-01-03,ME,,Independent,1.0,133 Hart Senate Office Building Washington DC 20510,133 Hart Senate Office Building,junior,K000383,1944-03-31,M,Angus,King
